block,0.0,0.0,0.0,0.0,wall,walls
block,2,2,0,0,none,empty
block,7,0,0,0,wall,upwall
block,7,9,0,0,wall,downwall
block,0,4.5,0,0,door,leftdoor
block,14,4.5,0,0,wall,rightwall
block,4,4,0,0,rigid,raisedtile
block,4,5,0,0,rigid,raisedtile
block,4,6,0,0,rigid,raisedtile
block,5,4,0,0,rigid,raisedtile
block,5,5,0,0,rigid,raisedtile
block,5,6,0,0,rigid,raisedtile
block,10,4,0,0,rigid,raisedtile
block,10,5,0,0,rigid,raisedtile
block,10,6,0,0,rigid,raisedtile
block,11,4,0,0,rigid,raisedtile
block,11,5,0,0,rigid,raisedtile
block,11,6,0,0,rigid,raisedtile
enemy,5,8,0,0,stalfo,,regularkey
enemy,8,4,0,0,stalfo,,
enemy,8,6,0,0,stalfo,,
enemy,12,3,0,0,stalfo,,
enemy,12,7,0,0,stalfo,,
# player,1.5,5,0,0
