block,0.0,0.0,0.0,0.0,wall,walls
block,2,2,0,0,none,empty
block,7,0,0,0,???,uplock
block,7,9,0,0,door,downdoor
block,0,4.5,0,0,wall,leftwall
block,14,4.5,0,0,wall,rightwall
block,2,2,0,0,rigid,water
block,2,3,0,0,rigid,water
block,2,4,0,0,rigid,water
block,2,6,0,0,rigid,water
block,2,7,0,0,rigid,water
block,2,8,0,0,rigid,water
block,3,2,0,0,rigid,water
block,3,8,0,0,rigid,water
block,4,2,0,0,rigid,water
block,4,4,0,0,rigid,water
block,4,5,0,0,rigid,water
block,4,6,0,0,rigid,water
block,4,7,0,0,rigid,water
block,4,8,0,0,rigid,water
block,5,2,0,0,rigid,water
block,5,8,0,0,rigid,water
block,6,2,0,0,rigid,water
block,6,3,0,0,rigid,water
block,6,4,0,0,rigid,water
block,6,5,0,0,rigid,water
block,6,6,0,0,rigid,water
block,6,8,0,0,rigid,water
block,7,6,0,0,rigid,water
block,8,4,0,0,rigid,water
block,9,2,0,0,rigid,water
block,9,4,0,0,rigid,water
block,9,5,0,0,rigid,water
block,9,6,0,0,rigid,water
block,9,7,0,0,rigid,water
block,9,8,0,0,rigid,water
block,10,2,0,0,rigid,water
block,10,8,0,0,rigid,water
block,11,2,0,0,rigid,water
block,11,3,0,0,rigid,water
block,11,4,0,0,rigid,water
block,11,5,0,0,rigid,water
block,11,6,0,0,rigid,water
block,11,8,0,0,rigid,water
block,12,2,0,0,rigid,water
block,12,8,0,0,rigid,water
block,13,2,0,0,rigid,water
block,13,3,0,0,rigid,water
block,13,4,0,0,rigid,water
block,13,6,0,0,rigid,water
block,13,7,0,0,rigid,water
block,13,8,0,0,rigid,water
enemy,5,3,0,0,stalfo,,regularkey
enemy,8,6,0,0,stalfo,,
enemy,10,7,0,0,stalfo,,
# player,7.5,9,0,0
