block,0.0,0.0,0.0,0.0,wall,walls
block,2,2,0,0,none,empty
block,7,0,0,0,door,uplock
block,7,9,0,0,wall,downwall
block,0,4.5,0,0,wall,leftwall
block,14,4.5,0,0,door,rightdoor
block,7,4,0,0,rigid,raisedtile
block,7,5,0,0,rigid,raisedtile
block,7,6,0,0,rigid,raisedtile
block,8,4,0,0,rigid,raisedtile
block,8,5,0,0,rigid,raisedtile
block,8,6,0,0,rigid,raisedtile
enemy,2,5,0,0,keese,,
enemy,3,3,0,0,keese,,
enemy,3,7,0,0,keese,,
enemy,5,6,0,0,keese,,
enemy,10,2,0,0,keese,,
enemy,10,8,0,0,keese,,
player,13.5,5,0,0
