block,0.0,0.0,0.0,0.0,wall,walls
block,2,2,0,0,none,empty
block,7,0,0,0,wall,upwall
block,7,9,0,0,wall,downwall
block,0,4.5,0,0,door,leftdoor
block,14,4.5,0,0,wall,rightwall
block,3,3,0,0,rigid,raisedtile
block,3,4,0,0,rigid,raisedtile
block,3,5,0,0,rigid,raisedtile
block,3,6,0,0,rigid,raisedtile
block,3,7,0,0,rigid,raisedtile
block,4,3,0,0,rigid,raisedtile
block,4,7,0,0,rigid,raisedtile
block,5,3,0,0,rigid,raisedtile
block,5,7,0,0,rigid,raisedtile
block,6,3,0,0,rigid,raisedtile
block,6,7,0,0,rigid,raisedtile
block,7,3,0,0,rigid,raisedtile
block,8,3,0,0,rigid,raisedtile
block,9,3,0,0,rigid,raisedtile
block,9,7,0,0,rigid,raisedtile
block,10,3,0,0,rigid,raisedtile
block,10,7,0,0,rigid,raisedtile
block,11,3,0,0,rigid,raisedtile
block,11,7,0,0,rigid,raisedtile
block,12,3,0,0,rigid,raisedtile
block,12,4,0,0,rigid,raisedtile
block,12,5,0,0,rigid,raisedtile
block,12,6,0,0,rigid,raisedtile
block,12,7,0,0,rigid,raisedtile
block,5,5,0,0,rigid,statueface
block,6,4,0,0,rigid,statueface
block,9,4,0,0,rigid,statuedragon
block,10,5,0,0,rigid,statuedragon
item,7.5,5,12,28,triforce,special
