block,0.0,0.0,0.0,0.0,wall,walls
block,2,2,0,0,none,empty
block,7,0,0,0,wall,upwall
block,7,9,0,0,door,downdoor
block,0,4.5,0,0,wall,leftwall
block,14,4.5,0,0,door,rightboss
block,9,2,0,0,rigid,raisedtile
block,9,8,0,0,rigid,raisedtile
block,10,2,0,0,rigid,raisedtile
block,10,8,0,0,rigid,raisedtile
block,11,2,0,0,rigid,raisedtile
block,11,3,0,0,rigid,raisedtile
block,11,7,0,0,rigid,raisedtile
block,11,8,0,0,rigid,raisedtile
block,12,2,0,0,rigid,raisedtile
block,12,3,0,0,rigid,raisedtile
block,12,4,0,0,rigid,raisedtile
block,12,6,0,0,rigid,raisedtile
block,12,7,0,0,rigid,raisedtile
block,12,8,0,0,rigid,raisedtile
block,13,2,0,0,rigid,raisedtile
block,13,3,0,0,rigid,raisedtile
block,13,4,0,0,rigid,raisedtile
block,13,6,0,0,rigid,raisedtile
block,13,7,0,0,rigid,raisedtile
block,13,8,0,0,rigid,raisedtile
enemy,10,4,0,0,aquamentus,,
player,7.5,9,0,0
