block,0.0,0.0,0.0,0.0,wall,walls
block,2,2,0,0,none,empty
block,7,0,0,0,wall,upwall
block,7,9,0,0,wall,downwall
block,0,4.5,0,0,wall,leftwall
block,14,4.5,0,0,wall,rightdoor
block,6,5,0,0,movableU,raisedtile
block,7,4,0,0,rigid,raisedtile
block,7,6,0,0,rigid,raisedtile
block,8,3,0,0,rigid,raisedtile
block,8,5,0,0,stairs00,stairs
block,8,7,0,0,rigid,raisedtile
block,9,4,0,0,rigid,raisedtile
block,9,6,0,0,rigid,raisedtile
block,10,5,0,0,rigid,raisedtile
enemy,2,2,0,0,bladetrap,,
enemy,2,8,0,0,bladetrap,,
enemy,13,2,0,0,bladetrap,,
enemy,13,8,0,0,bladetrap,,
